Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
170,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,2,737.0,416.0,426.0,443.0,678.0,708.0,477.0,387.0,741.0,619.0,501.0,700.0,342.0,497.0,174.0,488.0,393.0,424.0,577.0,721.0,473.0,714.0,585.0,751.0,699.0,712.0,23,0.051,0.029,0.03,0.031,0.047,0.049,0.033,0.027,0.052,0.043,0.035,0.049,0.024,0.035,0.012,0.034,0.027,0.029,0.04,0.05,0.033,0.05,0.041,0.052,0.049,0.05,
171,3,20.0,135.0,26.0,85.0,69.0,65.0,72.0,119.0,14.0,17.0,97.0,26.0,216.0,41.0,37.0,84.0,64.0,87.0,60.0,39.0,55.0,46.0,162.0,36.0,67.0,22.0,12,0.011,0.077,0.015,0.048,0.039,0.037,0.041,0.068,0.008,0.01,0.055,0.015,0.123,0.023,0.021,0.048,0.036,0.049,0.034,0.022,0.031,0.026,0.092,0.02,0.038,0.012,
171,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
171,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,2,98.0,35.0,27.0,120.0,61.0,399.0,7.0,62.0,23.0,123.0,93.0,187.0,117.0,185.0,21.0,95.0,17.0,60.0,95.0,367.0,237.0,37.0,241.0,97.0,350.0,108.0,5,0.03,0.011,0.008,0.037,0.019,0.122,0.002,0.019,0.007,0.038,0.029,0.057,0.036,0.057,0.006,0.029,0.005,0.018,0.029,0.113,0.073,0.011,0.074,0.03,0.107,0.033,
172,3,659.0,516.0,425.0,408.0,686.0,374.0,542.0,444.0,732.0,513.0,505.0,539.0,441.0,353.0,190.0,477.0,440.0,451.0,542.0,393.0,291.0,723.0,506.0,690.0,416.0,626.0,8,0.051,0.04,0.033,0.032,0.053,0.029,0.042,0.034,0.057,0.04,0.039,0.042,0.034,0.027,0.015,0.037,0.034,0.035,0.042,0.031,0.023,0.056,0.039,0.054,0.032,0.049,
172,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
172,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,2,756.0,533.0,368.0,515.0,682.0,106.0,515.0,450.0,709.0,573.0,557.0,724.0,514.0,296.0,190.0,129.0,364.0,479.0,586.0,88.0,424.0,187.0,322.0,755.0,138.0,665.0,0,0.065,0.046,0.032,0.044,0.059,0.009,0.044,0.039,0.061,0.049,0.048,0.062,0.044,0.025,0.016,0.011,0.031,0.041,0.05,0.008,0.036,0.016,0.028,0.065,0.012,0.057,
173,3,1.0,18.0,84.0,13.0,65.0,667.0,34.0,56.0,46.0,63.0,41.0,2.0,44.0,242.0,21.0,443.0,93.0,32.0,51.0,672.0,104.0,573.0,425.0,32.0,628.0,69.0,19,0.0,0.004,0.019,0.003,0.014,0.148,0.008,0.012,0.01,0.014,0.009,0.0,0.01,0.054,0.005,0.098,0.021,0.007,0.011,0.149,0.023,0.127,0.094,0.007,0.139,0.015,
173,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
173,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,2,757.0,520.0,435.0,507.0,716.0,748.0,515.0,488.0,741.0,614.0,575.0,719.0,556.0,536.0,209.0,572.0,425.0,506.0,418.0,753.0,527.0,755.0,730.0,755.0,746.0,634.0,0,0.049,0.034,0.028,0.033,0.046,0.048,0.033,0.032,0.048,0.04,0.037,0.047,0.036,0.035,0.014,0.037,0.027,0.033,0.027,0.049,0.034,0.049,0.047,0.049,0.048,0.041,
174,3,0.0,31.0,17.0,21.0,31.0,25.0,34.0,18.0,14.0,22.0,23.0,7.0,2.0,2.0,2.0,0.0,32.0,5.0,219.0,7.0,1.0,5.0,17.0,32.0,20.0,100.0,18,0.0,0.045,0.025,0.031,0.045,0.036,0.049,0.026,0.02,0.032,0.033,0.01,0.003,0.003,0.003,0.0,0.047,0.007,0.319,0.01,0.001,0.007,0.025,0.047,0.029,0.146,
174,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
174,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,2,651.0,470.0,392.0,427.0,667.0,668.0,475.0,436.0,646.0,566.0,505.0,620.0,485.0,447.0,173.0,477.0,395.0,429.0,534.0,655.0,440.0,640.0,645.0,676.0,688.0,673.0,24,0.047,0.034,0.028,0.031,0.048,0.048,0.034,0.031,0.047,0.041,0.036,0.045,0.035,0.032,0.012,0.034,0.028,0.031,0.038,0.047,0.032,0.046,0.046,0.049,0.05,0.048,
175,3,106.0,81.0,60.0,101.0,80.0,105.0,74.0,70.0,109.0,70.0,93.0,106.0,73.0,91.0,38.0,95.0,62.0,82.0,103.0,105.0,88.0,120.0,102.0,111.0,78.0,61.0,21,0.047,0.036,0.027,0.045,0.035,0.046,0.033,0.031,0.048,0.031,0.041,0.047,0.032,0.04,0.017,0.042,0.027,0.036,0.045,0.046,0.039,0.053,0.045,0.049,0.034,0.027,
175,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
175,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,2,63.0,9.0,385.0,44.0,373.0,553.0,230.0,97.0,40.0,29.0,387.0,461.0,127.0,162.0,44.0,240.0,11.0,98.0,73.0,391.0,354.0,353.0,377.0,128.0,336.0,69.0,5,0.012,0.002,0.071,0.008,0.069,0.102,0.042,0.018,0.007,0.005,0.071,0.085,0.023,0.03,0.008,0.044,0.002,0.018,0.013,0.072,0.065,0.065,0.069,0.024,0.062,0.013,
176,3,694.0,542.0,67.0,484.0,374.0,220.0,319.0,409.0,715.0,607.0,211.0,265.0,431.0,376.0,167.0,332.0,446.0,413.0,564.0,369.0,174.0,407.0,370.0,659.0,430.0,665.0,8,0.065,0.051,0.006,0.045,0.035,0.021,0.03,0.038,0.067,0.057,0.02,0.025,0.04,0.035,0.016,0.031,0.042,0.039,0.053,0.034,0.016,0.038,0.035,0.062,0.04,0.062,
176,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
176,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,2,757.0,488.0,181.0,368.0,161.0,723.0,515.0,440.0,366.0,530.0,291.0,362.0,557.0,530.0,208.0,558.0,409.0,480.0,289.0,404.0,240.0,760.0,746.0,309.0,510.0,117.0,21,0.067,0.043,0.016,0.033,0.014,0.064,0.046,0.039,0.032,0.047,0.026,0.032,0.049,0.047,0.018,0.049,0.036,0.042,0.026,0.036,0.021,0.067,0.066,0.027,0.045,0.01,
177,3,0.0,63.0,271.0,160.0,586.0,50.0,34.0,66.0,389.0,106.0,307.0,364.0,1.0,8.0,3.0,14.0,48.0,31.0,348.0,356.0,288.0,0.0,1.0,478.0,256.0,617.0,25,0.0,0.013,0.056,0.033,0.121,0.01,0.007,0.014,0.08,0.022,0.063,0.075,0.0,0.002,0.001,0.003,0.01,0.006,0.072,0.073,0.059,0.0,0.0,0.099,0.053,0.127,
177,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
177,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,2,505.0,243.0,201.0,197.0,436.0,72.0,321.0,240.0,438.0,92.0,250.0,601.0,304.0,279.0,106.0,94.0,350.0,294.0,323.0,403.0,296.0,497.0,528.0,481.0,484.0,279.0,11,0.061,0.029,0.024,0.024,0.052,0.009,0.039,0.029,0.053,0.011,0.03,0.072,0.037,0.034,0.013,0.011,0.042,0.035,0.039,0.048,0.036,0.06,0.064,0.058,0.058,0.034,
178,3,252.0,308.0,251.0,331.0,311.0,701.0,228.0,266.0,317.0,544.0,348.0,125.0,254.0,259.0,105.0,478.0,107.0,217.0,314.0,357.0,232.0,263.0,219.0,306.0,282.0,455.0,5,0.032,0.039,0.032,0.042,0.04,0.09,0.029,0.034,0.04,0.069,0.044,0.016,0.032,0.033,0.013,0.061,0.014,0.028,0.04,0.046,0.03,0.034,0.028,0.039,0.036,0.058,
178,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
178,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,2,156.0,83.0,40.0,34.0,58.0,0.0,193.0,40.0,15.0,13.0,123.0,397.0,147.0,79.0,5.0,10.0,172.0,116.0,180.0,120.0,185.0,186.0,158.0,203.0,219.0,102.0,11,0.051,0.027,0.013,0.011,0.019,0.0,0.064,0.013,0.005,0.004,0.041,0.131,0.048,0.026,0.002,0.003,0.057,0.038,0.059,0.04,0.061,0.061,0.052,0.067,0.072,0.034,
179,3,601.0,468.0,412.0,494.0,689.0,773.0,356.0,466.0,740.0,623.0,475.0,329.0,411.0,459.0,206.0,562.0,285.0,395.0,457.0,640.0,343.0,574.0,589.0,584.0,547.0,632.0,5,0.046,0.036,0.031,0.038,0.053,0.059,0.027,0.036,0.056,0.048,0.036,0.025,0.031,0.035,0.016,0.043,0.022,0.03,0.035,0.049,0.026,0.044,0.045,0.045,0.042,0.048,
179,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
179,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,2,392.0,233.0,161.0,179.0,407.0,27.0,292.0,212.0,416.0,45.0,230.0,502.0,273.0,234.0,77.0,51.0,246.0,223.0,261.0,325.0,276.0,366.0,448.0,456.0,410.0,210.0,11,0.056,0.034,0.023,0.026,0.059,0.004,0.042,0.03,0.06,0.006,0.033,0.072,0.039,0.034,0.011,0.007,0.035,0.032,0.038,0.047,0.04,0.053,0.064,0.066,0.059,0.03,
180,3,365.0,318.0,291.0,349.0,340.0,746.0,257.0,294.0,339.0,591.0,368.0,224.0,285.0,304.0,134.0,521.0,211.0,288.0,376.0,435.0,252.0,394.0,299.0,331.0,356.0,524.0,5,0.04,0.035,0.032,0.038,0.037,0.081,0.028,0.032,0.037,0.064,0.04,0.024,0.031,0.033,0.015,0.057,0.023,0.031,0.041,0.047,0.027,0.043,0.033,0.036,0.039,0.057,
180,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
180,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
