Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
43,2,16.0,29.0,170.0,12.0,65.0,330.0,95.0,41.0,17.0,12.0,32.0,48.0,34.0,73.0,26.0,578.0,64.0,16.0,85.0,437.0,104.0,634.0,562.0,61.0,718.0,12.0,24,0.004,0.007,0.04,0.003,0.015,0.077,0.022,0.01,0.004,0.003,0.007,0.011,0.008,0.017,0.006,0.135,0.015,0.004,0.02,0.102,0.024,0.148,0.132,0.014,0.168,0.003,
43,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,1,0.0,0.0,42.0,0.0,198.0,203.0,0.0,0.0,603.0,300.0,0.0,422.0,0.0,0.0,0.0,85.0,0.0,0.0,162.0,217.0,0.0,0.0,0.0,0.0,26.0,203.0,8,0.0,0.0,0.017,0.0,0.08,0.082,0.0,0.0,0.245,0.122,0.0,0.171,0.0,0.0,0.0,0.035,0.0,0.0,0.066,0.088,0.0,0.0,0.0,0.0,0.011,0.082,
44,2,789.0,766.0,694.0,805.0,570.0,572.0,773.0,734.0,152.0,447.0,739.0,339.0,792.0,783.0,753.0,718.0,783.0,758.0,586.0,579.0,813.0,764.0,752.0,787.0,760.0,531.0,20,0.045,0.044,0.04,0.046,0.032,0.033,0.044,0.042,0.009,0.025,0.042,0.019,0.045,0.045,0.043,0.041,0.045,0.043,0.033,0.033,0.046,0.044,0.043,0.045,0.043,0.03,
44,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,1,0.0,0.0,37.0,0.0,156.0,214.0,0.0,0.0,0.0,0.0,115.0,217.0,10.0,12.0,0.0,34.0,0.0,0.0,0.0,1.0,60.0,124.0,100.0,6.0,88.0,0.0,11,0.0,0.0,0.032,0.0,0.133,0.182,0.0,0.0,0.0,0.0,0.098,0.185,0.009,0.01,0.0,0.029,0.0,0.0,0.0,0.001,0.051,0.106,0.085,0.005,0.075,0.0,
45,2,789.0,766.0,699.0,805.0,612.0,561.0,773.0,734.0,755.0,747.0,624.0,544.0,782.0,771.0,753.0,769.0,783.0,758.0,748.0,795.0,753.0,640.0,652.0,781.0,698.0,734.0,3,0.042,0.041,0.037,0.043,0.033,0.03,0.041,0.039,0.04,0.04,0.033,0.029,0.042,0.041,0.04,0.041,0.042,0.04,0.04,0.042,0.04,0.034,0.035,0.041,0.037,0.039,
45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,1,789.0,766.0,713.0,800.0,768.0,562.0,773.0,734.0,482.0,363.0,739.0,756.0,791.0,749.0,753.0,697.0,783.0,758.0,706.0,764.0,805.0,760.0,752.0,787.0,769.0,734.0,20,0.042,0.041,0.038,0.042,0.041,0.03,0.041,0.039,0.026,0.019,0.039,0.04,0.042,0.04,0.04,0.037,0.042,0.04,0.037,0.041,0.043,0.04,0.04,0.042,0.041,0.039,
46,2,0.0,0.0,23.0,5.0,0.0,213.0,0.0,0.0,273.0,384.0,0.0,5.0,1.0,34.0,0.0,106.0,0.0,0.0,42.0,32.0,8.0,4.0,0.0,0.0,17.0,0.0,9,0.0,0.0,0.02,0.004,0.0,0.186,0.0,0.0,0.238,0.335,0.0,0.004,0.001,0.03,0.0,0.092,0.0,0.0,0.037,0.028,0.007,0.003,0.0,0.0,0.015,0.0,
46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,1,789.0,747.0,422.0,664.0,334.0,768.0,687.0,733.0,630.0,723.0,686.0,518.0,792.0,783.0,686.0,803.0,758.0,756.0,521.0,639.0,685.0,764.0,752.0,347.0,701.0,145.0,15,0.047,0.044,0.025,0.039,0.02,0.046,0.041,0.044,0.037,0.043,0.041,0.031,0.047,0.047,0.041,0.048,0.045,0.045,0.031,0.038,0.041,0.045,0.045,0.021,0.042,0.009,
47,2,0.0,19.0,314.0,141.0,434.0,7.0,86.0,1.0,125.0,24.0,53.0,243.0,0.0,0.0,67.0,0.0,25.0,2.0,227.0,157.0,128.0,0.0,0.0,440.0,85.0,589.0,25,0.0,0.006,0.099,0.045,0.137,0.002,0.027,0.0,0.039,0.008,0.017,0.077,0.0,0.0,0.021,0.0,0.008,0.001,0.072,0.05,0.04,0.0,0.0,0.139,0.027,0.186,
47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,1,0.0,0.0,0.0,77.0,0.0,130.0,4.0,1.0,19.0,6.0,0.0,42.0,2.0,42.0,2.0,553.0,0.0,0.0,0.0,146.0,0.0,7.0,0.0,0.0,16.0,0.0,15,0.0,0.0,0.0,0.074,0.0,0.124,0.004,0.001,0.018,0.006,0.0,0.04,0.002,0.04,0.002,0.528,0.0,0.0,0.0,0.139,0.0,0.007,0.0,0.0,0.015,0.0,
48,2,789.0,766.0,736.0,728.0,768.0,645.0,769.0,733.0,736.0,741.0,739.0,719.0,790.0,741.0,751.0,250.0,783.0,758.0,748.0,650.0,813.0,757.0,752.0,787.0,770.0,734.0,20,0.042,0.04,0.039,0.038,0.041,0.034,0.041,0.039,0.039,0.039,0.039,0.038,0.042,0.039,0.04,0.013,0.041,0.04,0.039,0.034,0.043,0.04,0.04,0.042,0.041,0.039,
48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,1,783.0,735.0,633.0,790.0,700.0,106.0,739.0,647.0,709.0,684.0,693.0,759.0,741.0,540.0,711.0,148.0,669.0,527.0,694.0,123.0,698.0,190.0,327.0,755.0,156.0,665.0,3,0.052,0.049,0.042,0.053,0.047,0.007,0.05,0.043,0.048,0.046,0.046,0.051,0.05,0.036,0.048,0.01,0.045,0.035,0.047,0.008,0.047,0.013,0.022,0.051,0.01,0.045,
49,2,6.0,31.0,103.0,15.0,68.0,669.0,34.0,87.0,46.0,63.0,46.0,2.0,51.0,243.0,42.0,655.0,114.0,231.0,54.0,673.0,115.0,574.0,425.0,32.0,630.0,69.0,19,0.001,0.006,0.02,0.003,0.013,0.132,0.007,0.017,0.009,0.012,0.009,0.0,0.01,0.048,0.008,0.129,0.022,0.045,0.011,0.133,0.023,0.113,0.084,0.006,0.124,0.014,
49,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,1,679.0,172.0,32.0,88.0,263.0,379.0,13.0,244.0,504.0,420.0,397.0,394.0,256.0,251.0,3.0,147.0,15.0,185.0,207.0,612.0,2.0,378.0,410.0,572.0,594.0,406.0,0,0.089,0.023,0.004,0.012,0.035,0.05,0.002,0.032,0.066,0.055,0.052,0.052,0.034,0.033,0.0,0.019,0.002,0.024,0.027,0.08,0.0,0.05,0.054,0.075,0.078,0.053,
50,2,110.0,594.0,704.0,717.0,505.0,396.0,760.0,490.0,251.0,327.0,342.0,367.0,536.0,532.0,750.0,656.0,768.0,573.0,541.0,184.0,811.0,386.0,342.0,215.0,192.0,328.0,20,0.009,0.048,0.057,0.058,0.041,0.032,0.061,0.04,0.02,0.026,0.028,0.03,0.043,0.043,0.061,0.053,0.062,0.046,0.044,0.015,0.066,0.031,0.028,0.017,0.016,0.027,
50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,1,478.0,742.0,32.0,788.0,126.0,738.0,140.0,627.0,687.0,343.0,157.0,399.0,580.0,658.0,582.0,785.0,201.0,608.0,620.0,696.0,409.0,650.0,674.0,623.0,694.0,574.0,3,0.035,0.055,0.002,0.058,0.009,0.054,0.01,0.046,0.05,0.025,0.012,0.029,0.043,0.048,0.043,0.058,0.015,0.045,0.046,0.051,0.03,0.048,0.05,0.046,0.051,0.042,
51,2,311.0,24.0,704.0,17.0,642.0,37.0,633.0,107.0,68.0,404.0,582.0,362.0,212.0,125.0,171.0,18.0,582.0,150.0,128.0,100.0,404.0,114.0,78.0,164.0,92.0,160.0,2,0.049,0.004,0.11,0.003,0.1,0.006,0.099,0.017,0.011,0.063,0.091,0.057,0.033,0.02,0.027,0.003,0.091,0.023,0.02,0.016,0.063,0.018,0.012,0.026,0.014,0.025,
51,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,1,603.0,11.0,228.0,443.0,10.0,580.0,25.0,469.0,572.0,571.0,343.0,573.0,665.0,701.0,408.0,346.0,90.0,69.0,43.0,594.0,690.0,661.0,653.0,174.0,543.0,0.0,13,0.06,0.001,0.023,0.044,0.001,0.058,0.002,0.047,0.057,0.057,0.034,0.057,0.066,0.07,0.041,0.034,0.009,0.007,0.004,0.059,0.069,0.066,0.065,0.017,0.054,0.0,
52,2,186.0,755.0,508.0,362.0,758.0,195.0,748.0,265.0,183.0,176.0,396.0,188.0,127.0,82.0,345.0,457.0,693.0,689.0,705.0,202.0,123.0,103.0,99.0,613.0,243.0,734.0,4,0.019,0.076,0.051,0.036,0.076,0.02,0.075,0.027,0.018,0.018,0.04,0.019,0.013,0.008,0.035,0.046,0.07,0.069,0.071,0.02,0.012,0.01,0.01,0.062,0.024,0.074,
52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,1,761.0,766.0,270.0,805.0,564.0,775.0,704.0,734.0,750.0,629.0,677.0,725.0,788.0,778.0,753.0,803.0,759.0,758.0,748.0,796.0,808.0,764.0,752.0,787.0,786.0,734.0,20,0.04,0.04,0.014,0.042,0.03,0.041,0.037,0.039,0.04,0.033,0.036,0.038,0.042,0.041,0.04,0.042,0.04,0.04,0.039,0.042,0.043,0.04,0.04,0.041,0.041,0.039,
53,2,28.0,0.0,466.0,0.0,204.0,0.0,69.0,0.0,5.0,118.0,62.0,36.0,4.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2,0.027,0.0,0.454,0.0,0.199,0.0,0.067,0.0,0.005,0.115,0.06,0.035,0.004,0.005,0.0,0.0,0.023,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,
53,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,1,741.0,449.0,529.0,753.0,574.0,733.0,467.0,689.0,705.0,712.0,448.0,683.0,775.0,771.0,725.0,772.0,557.0,296.0,648.0,792.0,806.0,752.0,731.0,763.0,781.0,701.0,20,0.043,0.026,0.03,0.043,0.033,0.042,0.027,0.04,0.041,0.041,0.026,0.039,0.045,0.044,0.042,0.044,0.032,0.017,0.037,0.046,0.046,0.043,0.042,0.044,0.045,0.04,
54,2,48.0,317.0,207.0,52.0,194.0,42.0,306.0,45.0,50.0,35.0,291.0,78.0,17.0,12.0,28.0,31.0,226.0,462.0,100.0,4.0,7.0,12.0,21.0,24.0,5.0,33.0,17,0.018,0.12,0.078,0.02,0.073,0.016,0.116,0.017,0.019,0.013,0.11,0.029,0.006,0.005,0.011,0.012,0.085,0.175,0.038,0.002,0.003,0.005,0.008,0.009,0.002,0.012,
54,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,1,734.0,191.0,652.0,674.0,293.0,643.0,533.0,638.0,700.0,620.0,605.0,624.0,732.0,747.0,721.0,705.0,454.0,454.0,314.0,707.0,777.0,715.0,711.0,529.0,639.0,92.0,20,0.048,0.013,0.043,0.044,0.019,0.042,0.035,0.042,0.046,0.041,0.04,0.041,0.048,0.049,0.047,0.046,0.03,0.03,0.021,0.047,0.051,0.047,0.047,0.035,0.042,0.006,
55,2,55.0,575.0,84.0,131.0,475.0,132.0,240.0,96.0,55.0,127.0,134.0,137.0,60.0,36.0,32.0,98.0,329.0,304.0,434.0,89.0,36.0,49.0,41.0,258.0,147.0,642.0,25,0.011,0.12,0.018,0.027,0.099,0.028,0.05,0.02,0.011,0.026,0.028,0.029,0.013,0.008,0.007,0.02,0.069,0.063,0.09,0.019,0.008,0.01,0.009,0.054,0.031,0.134,
55,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,1,789.0,765.0,718.0,804.0,758.0,223.0,762.0,709.0,746.0,728.0,738.0,761.0,766.0,718.0,745.0,326.0,733.0,615.0,739.0,156.0,804.0,293.0,371.0,784.0,259.0,711.0,3,0.048,0.046,0.043,0.049,0.046,0.013,0.046,0.043,0.045,0.044,0.045,0.046,0.046,0.043,0.045,0.02,0.044,0.037,0.045,0.009,0.049,0.018,0.022,0.047,0.016,0.043,
56,2,0.0,1.0,18.0,1.0,10.0,552.0,11.0,25.0,9.0,19.0,1.0,0.0,26.0,65.0,8.0,477.0,50.0,143.0,9.0,640.0,9.0,471.0,381.0,3.0,527.0,23.0,19,0.0,0.0,0.005,0.0,0.003,0.159,0.003,0.007,0.003,0.005,0.0,0.0,0.007,0.019,0.002,0.137,0.014,0.041,0.003,0.184,0.003,0.135,0.11,0.001,0.151,0.007,
56,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,1,623.0,0.0,0.0,17.0,0.0,0.0,4.0,14.0,6.0,67.0,16.0,535.0,29.0,45.0,0.0,0.0,3.0,56.0,49.0,0.0,0.0,0.0,0.0,28.0,0.0,13.0,0,0.414,0.0,0.0,0.011,0.0,0.0,0.003,0.009,0.004,0.045,0.011,0.355,0.019,0.03,0.0,0.0,0.002,0.037,0.033,0.0,0.0,0.0,0.0,0.019,0.0,0.009,
57,2,166.0,766.0,736.0,788.0,768.0,775.0,769.0,720.0,749.0,680.0,723.0,226.0,763.0,738.0,753.0,803.0,780.0,702.0,699.0,796.0,813.0,764.0,752.0,759.0,786.0,721.0,20,0.009,0.041,0.04,0.043,0.042,0.042,0.042,0.039,0.04,0.037,0.039,0.012,0.041,0.04,0.041,0.043,0.042,0.038,0.038,0.043,0.044,0.041,0.041,0.041,0.042,0.039,
57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
